L,mean_S,E_Sminus1_sq,E_S_sq
10000.0,1.9991601419727896,1.596051906460512,4.594372190406092
100000.0,1.9998889327988492,1.6010527242432842,4.6008305898409825
1000000.0,1.9999864829849516,1.601798788726455,4.601771754696359
10000000.0,1.9999985069277058,1.60190773298192,4.601904746837333
