L,mean_tildeR,var_tildeR,Q
10000.0,1.2877177610460606,0.008772782559843706,1.0341558788287573
100000.0,1.2323544592874127,0.0021423291024159265,1.6162733102561422
1000000.0,1.1881747728036256,0.0006391982005041708,3.3488960367739313
10000000.0,1.155984573074292,0.0002405090367586789,9.25771787136389
